"Team","G","GS","Inn","PO","A","E","FE","TE","DP","DPS","DPT","DPF","Scp","SB","CS","PB","WP","FP","TZ","G","GS","Inn","PO","A","E","FE","TE","DP","DPS","DPT","DPF","Scp","SB","CS","PB","WP","FP","TZ","rSB","rGDP","rARM","rGFP","rPM","DRS","BIZ","Plays","RZR","OOZ","TZL","FSR","ARM","DPR","RngR","ErrR","UZR","UZR/150","CPP","RPP","Def","0%","# 0%","1-10%","# 1-10%","10-40%","# 10-40%","40-60%","# 40-60%","60-90%","# 60-90%","90-100%","# 90-100%"
"Mariners","1952","1458","13074.0","4358","1525","105","60","42","359","150","108","150","36","67","44","16","61",".983","","1952","1458","13074.0","4358","1525","105","60","42","359","150","108","150","36","67","44","16","61",".983","","12","3","0","-6","66","80","2297","1945",".847","526","","5","-0.2","6.1","92.3","-12.2","86.0","11.8","51","-7.1","96.9","","","","","","","","","","","",""
"Reds","2136","1458","13125.0","4375","1596","89","51","38","378","161","115","162","47","79","47","4","45",".985","","2136","1458","13125.0","4375","1596","89","51","38","378","161","115","162","47","79","47","4","45",".985","","1","-3","13","3","9","34","2264","1906",".842","479","","20","14.0","1.4","29.1","3.7","48.2","8.7","66","4.9","61.1","","","","","","","","","","","",""
"Giants","2188","1458","13014.0","4338","1511","88","47","39","309","139","90","139","45","107","42","9","71",".985","","2188","1458","13014.0","4338","1511","88","47","39","309","139","90","139","45","107","42","9","71",".985","","1","-3","5","-11","35","17","2080","1761",".847","440","","-26","-1.6","-6.9","65.7","-0.8","56.3","7.0","55","-6.8","47.5","","","","","","","","","","","",""
"Rays","2166","1458","12846.0","4282","1511","98","45","51","324","135","99","135","41","90","28","7","46",".983","","2166","1458","12846.0","4282","1511","98","45","51","324","135","99","135","41","90","28","7","46",".983","","-2","-5","11","7","36","41","2195","1821",".830","564","","44","8.5","-6.2","54.3","-7.2","49.3","8.0","48","-1.4","44.9","","","","","","","","","","","",""
"Tigers","2141","1467","13023.0","4341","1616","88","39","48","404","164","129","164","40","88","50","15","48",".985","","2141","1467","13023.0","4341","1616","88","39","48","404","164","129","164","40","88","50","15","48",".985","","5","1","9","9","3","25","2246","1890",".842","471","","41","5.9","-0.2","18.3","2.6","26.5","4.6","63","0.1","32.6","","","","","","","","","","","",""
"Phillies","2028","1458","13101.0","4367","1557","76","48","28","306","134","97","134","41","95","37","10","28",".987","","2028","1458","13101.0","4367","1557","76","48","28","306","134","97","134","41","95","37","10","28",".987","","-1","1","12","10","-20","7","2274","1917",".843","369","","47","13.5","-1.0","5.0","9.4","26.9","5.9","51","3.8","31.7","","","","","","","","","","","",""
"Rangers","1979","1458","12912.0","4304","1603","106","51","54","390","171","130","169","61","99","43","9","45",".982","","1979","1458","12912.0","4304","1603","106","51","54","390","171","130","169","61","99","43","9","45",".982","","4","6","-9","1","20","19","2315","1967",".850","445","","20","-6.0","4.0","28.4","0.5","26.9","2.8","51","-0.7","31.2","","","","","","","","","","","",""
"Pirates","1963","1449","12765.0","4255","1766","73","35","37","392","173","128","173","42","107","43","13","52",".988","","1963","1449","12765.0","4255","1766","73","35","37","392","173","128","173","42","107","43","13","52",".988","","0","3","4","6","33","45","2260","1878",".831","538","","2","3.3","-2.2","10.1","18.4","29.7","4.2","62","-0.7","31.0","","","","","","","","","","","",""
"Cubs","2175","1449","13008.0","4336","1573","105","60","42","348","144","121","144","46","89","43","5","60",".983","","2175","1449","13008.0","4336","1573","105","60","42","348","144","121","144","46","89","43","5","60",".983","","6","-2","-2","-14","-8","-23","2147","1799",".838","385","","-27","-4.6","-3.6","8.3","-0.2","-0.2","-1.3","71","2.0","8.8","","","","","","","","","","","",""
"Angels","2050","1458","13005.0","4335","1623","85","48","36","436","174","140","174","52","128","39","11","67",".986","","2050","1458","13005.0","4335","1623","85","48","36","436","174","140","174","52","128","39","11","67",".986","","-4","7","9","15","28","51","2267","1896",".836","490","","19","2.4","10.9","-7.5","9.2","15.1","2.8","78","0.3","8.3","","","","","","","","","","","",""
"Astros","2112","1458","12870.0","4290","1719","78","46","31","409","161","132","161","54","65","29","11","43",".987","","2112","1458","12870.0","4290","1719","78","46","31","409","161","132","161","54","65","29","11","43",".987","","2","4","11","12","-33","4","2276","1861",".818","438","","3","12.7","2.7","-28.8","9.1","-4.3","1.6","63","2.8","5.5","","","","","","","","","","","",""
"Brewers","2106","1458","12915.0","4305","1590","98","53","45","379","150","119","150","39","82","21","6","61",".984","","2106","1458","12915.0","4305","1590","98","53","45","379","150","119","150","39","82","21","6","61",".984","","-2","0","-12","-3","7","-18","2375","2014",".848","377","","10","-8.8","1.1","13.8","-6.9","-0.8","-1.5","75","2.5","-0.4","","","","","","","","","","","",""
"Dodgers","2149","1458","13260.0","4420","1594","83","46","36","304","137","97","136","53","89","39","5","76",".986","","2149","1458","13260.0","4420","1594","83","46","36","304","137","97","136","53","89","39","5","76",".986","","1","1","-6","1","7","14","2171","1816",".837","406","","31","-6.4","2.1","-1.0","5.0","-0.3","-1.1","61","-5.4","-0.7","","","","","","","","","","","",""
"Diamondbacks","2115","1458","13029.0","4343","1606","124","61","63","334","137","108","136","44","105","33","8","79",".980","","2115","1458","13029.0","4343","1606","124","61","63","334","137","108","136","44","105","33","8","79",".980","","-3","-2","-11","-20","20","-12","2263","1879",".830","488","","-4","-1.2","-0.6","16.9","-9.6","5.4","0.4","68","-5.1","-1.7","","","","","","","","","","","",""
"Athletics","2134","1458","13026.0","4342","1592","105","54","48","360","155","108","155","56","92","38","5","43",".983","","2134","1458","13026.0","4342","1592","105","54","48","360","155","108","155","56","92","38","5","43",".983","","1","-2","3","9","-48","-34","2331","1923",".825","461","","-1","-0.3","-3.8","1.8","-6.9","-9.1","-1.5","61","3.7","-3.4","","","","","","","","","","","",""
"Cardinals","2289","1458","12966.0","4322","1855","96","58","36","412","167","131","167","59","44","28","5","43",".985","","2289","1458","12966.0","4322","1855","96","58","36","412","167","131","167","59","44","28","5","43",".985","","5","1","2","12","5","34","2388","1970",".825","448","","17","3.5","4.8","-27.6","-1.9","-21.2","-1.8","66","5.4","-4.9","","","","","","","","","","","",""
"Padres","2130","1458","13056.0","4352","1566","94","49","44","334","147","105","146","41","100","42","12","52",".984","","2130","1458","13056.0","4352","1566","94","49","44","334","147","105","146","41","100","42","12","52",".984","","2","0","-19","0","13","-6","2270","1853",".816","456","","-4","-10.0","0.6","1.3","-0.5","-8.6","-2.8","65","0.4","-6.1","","","","","","","","","","","",""
"Yankees","2215","1458","13050.0","4350","1493","86","43","43","314","133","100","133","48","125","52","11","66",".986","","2215","1458","13050.0","4350","1493","86","43","43","314","133","100","133","48","125","52","11","66",".986","","-1","-8","-1","-10","3","-22","2178","1851",".850","389","","-7","-11.7","-4.9","10.1","1.7","-4.7","-3.3","63","-3.7","-8.5","","","","","","","","","","","",""
"Braves","2129","1458","13164.0","4388","1714","96","56","36","390","159","120","159","39","97","46","12","40",".985","","2129","1458","13164.0","4388","1714","96","56","36","390","159","120","159","39","97","46","12","40",".985","","5","2","-3","-13","6","0","2213","1828",".826","471","","-20","2.5","3.2","-28.0","2.5","-19.8","-1.9","62","3.0","-9.8","","","","","","","","","","","",""
"Red Sox","2111","1458","12930.0","4310","1453","82","39","43","276","123","92","123","39","151","23","10","42",".986","","2111","1458","12930.0","4310","1453","82","39","43","276","123","92","123","39","151","23","10","42",".986","","-10","3","-9","7","-32","-56","2232","1868",".837","395","","-3","-4.5","3.3","-0.4","7.8","6.2","0.6","71","5.6","-12.3","","","","","","","","","","","",""
"Rockies","2189","1458","12945.0","4315","1765","87","47","40","347","147","111","147","51","115","27","6","48",".986","","2189","1458","12945.0","4315","1765","87","47","40","347","147","111","147","51","115","27","6","48",".986","","-3","2","-6","6","16","12","2242","1868",".833","436","","39","-5.7","2.3","-25.9","10.4","-18.8","-3.1","67","3.8","-22.0","","","","","","","","","","","",""
"Orioles","2072","1458","12861.0","4287","1663","90","44","46","375","151","121","151","45","119","33","8","31",".985","","2072","1458","12861.0","4287","1663","90","44","46","375","151","121","151","45","119","33","8","31",".985","","-7","1","16","21","-40","-9","2458","2038",".829","440","","4","15.4","0.1","-43.0","4.5","-23.0","-0.4","66","7.7","-24.3","","","","","","","","","","","",""
"Marlins","2211","1458","13017.0","4339","1469","106","49","56","325","130","101","129","48","129","42","8","59",".982","","2211","1458","13017.0","4339","1469","106","49","56","325","130","101","129","48","129","42","8","59",".982","","-3","-5","-4","-16","-32","-69","2242","1827",".815","446","","-42","-2.2","-3.2","0.3","-10.9","-16.1","-2.9","57","-2.6","-25.7","","","","","","","","","","","",""
"Mets","2145","1458","12834.0","4278","1557","97","52","41","330","134","105","134","35","66","34","7","41",".984","","2145","1458","12834.0","4278","1557","97","52","41","330","134","105","134","35","66","34","7","41",".984","","0","-4","-2","4","10","14","2237","1867",".835","432","","-27","-2.9","-4.4","-20.2","-7.2","-34.7","-5.5","51","0.9","-29.8","","","","","","","","","","","",""
"White Sox","2025","1458","12957.0","4319","1669","113","66","46","379","158","122","158","59","132","42","8","55",".982","","2025","1458","12957.0","4319","1669","113","66","46","379","158","122","158","59","132","42","8","55",".982","","0","0","0","0","-10","-8","2290","1908",".833","408","","-45","0.2","2.0","-24.0","-8.2","-30.1","-3.7","55","-2.1","-30.1","","","","","","","","","","","",""
"Blue Jays","2005","1458","13059.0","4353","1740","76","32","44","416","169","137","170","48","89","46","13","43",".988","","2005","1458","13059.0","4353","1740","76","32","44","416","169","137","170","48","89","46","13","43",".988","","5","-4","10","5","33","46","2275","1908",".839","445","","16","0.5","-5.7","-48.1","12.6","-40.8","-5.7","64","2.5","-30.2","","","","","","","","","","","",""
"Twins","2150","1467","13077.0","4359","1565","76","40","32","330","135","107","135","41","107","32","16","43",".987","","2150","1467","13077.0","4359","1565","76","40","32","330","135","107","135","41","107","32","16","43",".987","","-7","-2","-14","7","-38","-52","2343","1958",".836","442","","-2","-11.5","-3.4","-22.0","11.6","-25.3","-5.5","52","-1.9","-35.2","","","","","","","","","","","",""
"Nationals","2217","1458","12819.0","4273","1742","143","76","63","363","156","118","155","39","89","38","9","74",".977","","2217","1458","12819.0","4273","1742","143","76","63","363","156","118","155","39","89","38","9","74",".977","","0","0","0","-22","-14","-36","2368","1945",".821","508","","-15","0.9","2.0","-19.1","-20.2","-36.4","-4.1","67","-4.3","-35.7","","","","","","","","","","","",""
"Indians","2017","1458","12906.0","4302","1651","97","57","40","425","170","132","170","43","111","33","10","49",".984","","2017","1458","12906.0","4302","1651","97","57","40","425","170","132","170","43","111","33","10","49",".984","","-5","3","-4","-5","-6","-19","2376","1956",".823","476","","-11","-9.5","2.8","-21.1","-3.8","-31.6","-5.2","49","-2.8","-44.4","","","","","","","","","","","",""
"Royals","2094","1458","12834.0","4278","1569","116","55","60","365","162","113","161","43","114","39","14","89",".981","","2094","1458","12834.0","4278","1569","116","55","60","365","162","113","161","43","114","39","14","89",".981","","-6","-2","-4","-17","-75","-104","2298","1861",".810","423","","-74","3.7","-3.9","-39.1","-12.2","-51.5","-6.6","85","-4.8","-64.3","","","","","","","","","","","",""
